invoice_id,subscription_id,invoice_date,amount,status,created_at
40,8,2025-06-01,55.51,Paid,2026-01-06 22:47:44.016136
41,8,2025-07-01,55.51,Paid,2026-01-06 22:47:44.016136
42,8,2025-08-01,55.51,Refunded,2026-01-06 22:47:44.016136
43,8,2025-09-01,55.51,Paid,2026-01-06 22:47:44.016136
44,8,2025-10-01,55.51,Paid,2026-01-06 22:47:44.016136
45,8,2025-11-01,55.51,Paid,2026-01-06 22:47:44.016136
46,8,2025-12-01,55.51,Paid,2026-01-06 22:47:44.016136
47,9,2024-05-14,55.24,Paid,2026-01-06 22:47:44.016136
48,9,2024-06-01,55.24,Paid,2026-01-06 22:47:44.016136
49,9,2024-07-01,55.24,Paid,2026-01-06 22:47:44.016136
50,9,2024-08-01,55.24,Paid,2026-01-06 22:47:44.016136
51,9,2024-09-01,55.24,Paid,2026-01-06 22:47:44.016136
52,9,2024-10-01,55.24,Paid,2026-01-06 22:47:44.016136
53,9,2024-11-01,55.24,Paid,2026-01-06 22:47:44.016136
54,9,2024-12-01,55.24,Paid,2026-01-06 22:47:44.016136
55,9,2025-01-01,55.24,Paid,2026-01-06 22:47:44.016136
56,9,2025-02-01,55.24,Paid,2026-01-06 22:47:44.016136
57,9,2025-03-01,55.24,Paid,2026-01-06 22:47:44.016136
58,9,2025-04-01,55.24,Paid,2026-01-06 22:47:44.016136
59,9,2025-05-01,55.24,Paid,2026-01-06 22:47:44.016136
60,9,2025-06-01,55.24,Paid,2026-01-06 22:47:44.016136
61,9,2025-07-01,55.24,Unpaid,2026-01-06 22:47:44.016136
62,9,2025-08-01,55.24,Paid,2026-01-06 22:47:44.016136
63,9,2025-09-01,55.24,Paid,2026-01-06 22:47:44.016136
64,9,2025-10-01,55.24,Paid,2026-01-06 22:47:44.016136
65,9,2025-11-01,55.24,Paid,2026-01-06 22:47:44.016136
66,9,2025-12-01,55.24,Paid,2026-01-06 22:47:44.016136
67,10,2024-05-12,423.32,Paid,2026-01-06 22:47:44.016136
68,11,2024-04-09,540.03,Paid,2026-01-06 22:47:44.016136
69,11,2024-05-01,540.03,Paid,2026-01-06 22:47:44.016136
70,11,2024-06-01,540.03,Paid,2026-01-06 22:47:44.016136
71,11,2024-07-01,540.03,Paid,2026-01-06 22:47:44.016136
72,11,2024-08-01,540.03,Paid,2026-01-06 22:47:44.016136
73,11,2024-09-01,540.03,Paid,2026-01-06 22:47:44.016136
74,11,2024-10-01,540.03,Paid,2026-01-06 22:47:44.016136
75,11,2024-11-01,540.03,Paid,2026-01-06 22:47:44.016136
76,11,2024-12-01,540.03,Paid,2026-01-06 22:47:44.016136
77,11,2025-01-01,540.03,Paid,2026-01-06 22:47:44.016136
78,11,2025-02-01,540.03,Paid,2026-01-06 22:47:44.016136
79,11,2025-03-01,540.03,Paid,2026-01-06 22:47:44.016136
80,11,2025-04-01,540.03,Paid,2026-01-06 22:47:44.016136
81,11,2025-05-01,540.03,Paid,2026-01-06 22:47:44.016136
82,11,2025-06-01,540.03,Paid,2026-01-06 22:47:44.016136
83,11,2025-07-01,540.03,Paid,2026-01-06 22:47:44.016136
84,11,2025-08-01,540.03,Unpaid,2026-01-06 22:47:44.016136
85,11,2025-09-01,540.03,Paid,2026-01-06 22:47:44.016136
86,11,2025-10-01,540.03,Paid,2026-01-06 22:47:44.016136
87,11,2025-11-01,540.03,Paid,2026-01-06 22:47:44.016136
88,11,2025-12-01,540.03,Paid,2026-01-06 22:47:44.016136
89,12,2025-07-23,54.16,Paid,2026-01-06 22:47:44.016136
90,12,2025-08-01,54.16,Refunded,2026-01-06 22:47:44.016136
91,12,2025-09-01,54.16,Paid,2026-01-06 22:47:44.016136
92,12,2025-10-01,54.16,Paid,2026-01-06 22:47:44.016136
93,12,2025-11-01,54.16,Paid,2026-01-06 22:47:44.016136
94,12,2025-12-01,54.16,Paid,2026-01-06 22:47:44.016136
95,13,2025-09-07,2260.40,Paid,2026-01-06 22:47:44.016136
96,13,2025-10-01,2260.40,Paid,2026-01-06 22:47:44.016136
97,13,2025-11-01,2260.40,Paid,2026-01-06 22:47:44.016136
98,13,2025-12-01,2260.40,Paid,2026-01-06 22:47:44.016136
99,14,2025-02-02,497.25,Paid,2026-01-06 22:47:44.016136
100,15,2025-01-21,110.32,Paid,2026-01-06 22:47:44.016136
101,15,2025-02-01,110.32,Paid,2026-01-06 22:47:44.016136
102,15,2025-03-01,110.32,Paid,2026-01-06 22:47:44.016136
103,15,2025-04-01,110.32,Paid,2026-01-06 22:47:44.016136
104,15,2025-05-01,110.32,Paid,2026-01-06 22:47:44.016136
105,15,2025-06-01,110.32,Refunded,2026-01-06 22:47:44.016136
106,15,2025-07-01,110.32,Paid,2026-01-06 22:47:44.016136
107,15,2025-08-01,110.32,Paid,2026-01-06 22:47:44.016136
108,15,2025-09-01,110.32,Paid,2026-01-06 22:47:44.016136
109,15,2025-10-01,110.32,Paid,2026-01-06 22:47:44.016136
110,15,2025-11-01,110.32,Paid,2026-01-06 22:47:44.016136
111,15,2025-12-01,110.32,Paid,2026-01-06 22:47:44.016136
112,16,2024-06-26,117.30,Paid,2026-01-06 22:47:44.016136
113,16,2024-07-01,117.30,Paid,2026-01-06 22:47:44.016136
114,16,2024-08-01,117.30,Paid,2026-01-06 22:47:44.016136
115,16,2024-09-01,117.30,Paid,2026-01-06 22:47:44.016136
116,16,2024-10-01,117.30,Paid,2026-01-06 22:47:44.016136
117,16,2024-11-01,117.30,Paid,2026-01-06 22:47:44.016136
118,16,2024-12-01,117.30,Paid,2026-01-06 22:47:44.016136
119,16,2025-01-01,117.30,Paid,2026-01-06 22:47:44.016136
120,16,2025-02-01,117.30,Paid,2026-01-06 22:47:44.016136
121,16,2025-03-01,117.30,Paid,2026-01-06 22:47:44.016136
122,16,2025-04-01,117.30,Paid,2026-01-06 22:47:44.016136
123,16,2025-05-01,117.30,Paid,2026-01-06 22:47:44.016136
124,16,2025-06-01,117.30,Paid,2026-01-06 22:47:44.016136
125,16,2025-07-01,117.30,Paid,2026-01-06 22:47:44.016136
126,16,2025-08-01,117.30,Paid,2026-01-06 22:47:44.016136
127,16,2025-09-01,117.30,Paid,2026-01-06 22:47:44.016136
128,16,2025-10-01,117.30,Paid,2026-01-06 22:47:44.016136
129,16,2025-11-01,117.30,Paid,2026-01-06 22:47:44.016136
130,16,2025-12-01,117.30,Paid,2026-01-06 22:47:44.016136
131,17,2024-03-06,848.84,Paid,2026-01-06 22:47:44.016136
132,17,2024-04-01,848.84,Paid,2026-01-06 22:47:44.016136
133,17,2024-05-01,848.84,Paid,2026-01-06 22:47:44.016136
134,17,2024-06-01,848.84,Paid,2026-01-06 22:47:44.016136
135,17,2024-07-01,848.84,Paid,2026-01-06 22:47:44.016136
136,17,2024-08-01,848.84,Paid,2026-01-06 22:47:44.016136
137,17,2024-09-01,848.84,Paid,2026-01-06 22:47:44.016136
138,17,2024-10-01,848.84,Unpaid,2026-01-06 22:47:44.016136
139,17,2024-11-01,848.84,Paid,2026-01-06 22:47:44.016136
140,17,2024-12-01,848.84,Paid,2026-01-06 22:47:44.016136
141,17,2025-01-01,848.84,Paid,2026-01-06 22:47:44.016136
142,17,2025-02-01,848.84,Paid,2026-01-06 22:47:44.016136
143,17,2025-03-01,848.84,Paid,2026-01-06 22:47:44.016136
144,17,2025-04-01,848.84,Paid,2026-01-06 22:47:44.016136
145,17,2025-05-01,848.84,Paid,2026-01-06 22:47:44.016136
146,17,2025-06-01,848.84,Unpaid,2026-01-06 22:47:44.016136
147,17,2025-07-01,848.84,Paid,2026-01-06 22:47:44.016136
148,17,2025-08-01,848.84,Paid,2026-01-06 22:47:44.016136
149,17,2025-09-01,848.84,Paid,2026-01-06 22:47:44.016136
150,17,2025-10-01,848.84,Paid,2026-01-06 22:47:44.016136
151,17,2025-11-01,848.84,Paid,2026-01-06 22:47:44.016136
152,17,2025-12-01,848.84,Paid,2026-01-06 22:47:44.016136
153,18,2025-08-18,757.83,Paid,2026-01-06 22:47:44.016136
154,18,2025-09-01,757.83,Paid,2026-01-06 22:47:44.016136
155,18,2025-10-01,757.83,Paid,2026-01-06 22:47:44.016136
156,18,2025-11-01,757.83,Refunded,2026-01-06 22:47:44.016136
157,18,2025-12-01,757.83,Paid,2026-01-06 22:47:44.016136
158,19,2024-07-25,888.82,Paid,2026-01-06 22:47:44.016136
159,19,2024-08-01,888.82,Paid,2026-01-06 22:47:44.016136
160,19,2024-09-01,888.82,Paid,2026-01-06 22:47:44.016136
161,19,2024-10-01,888.82,Paid,2026-01-06 22:47:44.016136
162,19,2024-11-01,888.82,Paid,2026-01-06 22:47:44.016136
163,19,2024-12-01,888.82,Paid,2026-01-06 22:47:44.016136
164,19,2025-01-01,888.82,Paid,2026-01-06 22:47:44.016136
165,19,2025-02-01,888.82,Paid,2026-01-06 22:47:44.016136
166,19,2025-03-01,888.82,Paid,2026-01-06 22:47:44.016136
167,19,2025-04-01,888.82,Paid,2026-01-06 22:47:44.016136
168,19,2025-05-01,888.82,Paid,2026-01-06 22:47:44.016136
169,19,2025-06-01,888.82,Unpaid,2026-01-06 22:47:44.016136
170,19,2025-07-01,888.82,Paid,2026-01-06 22:47:44.016136
171,19,2025-08-01,888.82,Paid,2026-01-06 22:47:44.016136
172,19,2025-09-01,888.82,Paid,2026-01-06 22:47:44.016136
173,19,2025-10-01,888.82,Paid,2026-01-06 22:47:44.016136
174,19,2025-11-01,888.82,Paid,2026-01-06 22:47:44.016136
175,19,2025-12-01,888.82,Refunded,2026-01-06 22:47:44.016136
176,20,2025-01-30,100.23,Paid,2026-01-06 22:47:44.016136
177,20,2025-02-01,100.23,Paid,2026-01-06 22:47:44.016136
178,20,2025-03-01,100.23,Paid,2026-01-06 22:47:44.016136
179,20,2025-04-01,100.23,Paid,2026-01-06 22:47:44.016136
180,20,2025-05-01,100.23,Paid,2026-01-06 22:47:44.016136
181,20,2025-06-01,100.23,Paid,2026-01-06 22:47:44.016136
182,20,2025-07-01,100.23,Paid,2026-01-06 22:47:44.016136
183,20,2025-08-01,100.23,Paid,2026-01-06 22:47:44.016136
184,20,2025-09-01,100.23,Paid,2026-01-06 22:47:44.016136
185,20,2025-10-01,100.23,Paid,2026-01-06 22:47:44.016136
186,20,2025-11-01,100.23,Paid,2026-01-06 22:47:44.016136
187,20,2025-12-01,100.23,Paid,2026-01-06 22:47:44.016136
188,21,2025-08-03,52.14,Paid,2026-01-06 22:47:44.016136
189,21,2025-09-01,52.14,Paid,2026-01-06 22:47:44.016136
190,21,2025-10-01,52.14,Paid,2026-01-06 22:47:44.016136
191,21,2025-11-01,52.14,Paid,2026-01-06 22:47:44.016136
192,21,2025-12-01,52.14,Paid,2026-01-06 22:47:44.016136
193,22,2025-05-15,817.06,Paid,2026-01-06 22:47:44.016136
194,22,2025-06-01,817.06,Paid,2026-01-06 22:47:44.016136
195,22,2025-07-01,817.06,Paid,2026-01-06 22:47:44.016136
196,22,2025-08-01,817.06,Paid,2026-01-06 22:47:44.016136
197,22,2025-09-01,817.06,Refunded,2026-01-06 22:47:44.016136
198,22,2025-10-01,817.06,Paid,2026-01-06 22:47:44.016136
199,22,2025-11-01,817.06,Paid,2026-01-06 22:47:44.016136
200,22,2025-12-01,817.06,Paid,2026-01-06 22:47:44.016136
201,23,2024-09-20,54.44,Paid,2026-01-06 22:47:44.016136
202,23,2024-10-01,54.44,Paid,2026-01-06 22:47:44.016136
203,23,2024-11-01,54.44,Unpaid,2026-01-06 22:47:44.016136
204,23,2024-12-01,54.44,Paid,2026-01-06 22:47:44.016136
205,23,2025-01-01,54.44,Paid,2026-01-06 22:47:44.016136
206,23,2025-02-01,54.44,Paid,2026-01-06 22:47:44.016136
207,23,2025-03-01,54.44,Paid,2026-01-06 22:47:44.016136
208,23,2025-04-01,54.44,Paid,2026-01-06 22:47:44.016136
209,23,2025-05-01,54.44,Paid,2026-01-06 22:47:44.016136
210,23,2025-06-01,54.44,Paid,2026-01-06 22:47:44.016136
211,23,2025-07-01,54.44,Paid,2026-01-06 22:47:44.016136
212,23,2025-08-01,54.44,Paid,2026-01-06 22:47:44.016136
213,23,2025-09-01,54.44,Paid,2026-01-06 22:47:44.016136
214,23,2025-10-01,54.44,Paid,2026-01-06 22:47:44.016136
215,23,2025-11-01,54.44,Unpaid,2026-01-06 22:47:44.016136
216,23,2025-12-01,54.44,Paid,2026-01-06 22:47:44.016136
217,24,2024-09-22,106.34,Paid,2026-01-06 22:47:44.016136
218,24,2024-10-01,106.34,Paid,2026-01-06 22:47:44.016136
219,24,2024-11-01,106.34,Paid,2026-01-06 22:47:44.016136
220,24,2024-12-01,106.34,Paid,2026-01-06 22:47:44.016136
221,24,2025-01-01,106.34,Paid,2026-01-06 22:47:44.016136
222,24,2025-02-01,106.34,Refunded,2026-01-06 22:47:44.016136
223,24,2025-03-01,106.34,Paid,2026-01-06 22:47:44.016136
224,24,2025-04-01,106.34,Paid,2026-01-06 22:47:44.016136
225,24,2025-05-01,106.34,Paid,2026-01-06 22:47:44.016136
226,24,2025-06-01,106.34,Paid,2026-01-06 22:47:44.016136
227,24,2025-07-01,106.34,Paid,2026-01-06 22:47:44.016136
228,24,2025-08-01,106.34,Paid,2026-01-06 22:47:44.016136
229,24,2025-09-01,106.34,Refunded,2026-01-06 22:47:44.016136
230,24,2025-10-01,106.34,Paid,2026-01-06 22:47:44.016136
231,24,2025-11-01,106.34,Paid,2026-01-06 22:47:44.016136
232,24,2025-12-01,106.34,Paid,2026-01-06 22:47:44.016136
233,25,2025-04-24,50.66,Paid,2026-01-06 22:47:44.016136
234,25,2025-05-01,50.66,Paid,2026-01-06 22:47:44.016136
235,25,2025-06-01,50.66,Paid,2026-01-06 22:47:44.016136
236,25,2025-07-01,50.66,Paid,2026-01-06 22:47:44.016136
237,25,2025-08-01,50.66,Paid,2026-01-06 22:47:44.016136
238,25,2025-09-01,50.66,Paid,2026-01-06 22:47:44.016136
239,25,2025-10-01,50.66,Paid,2026-01-06 22:47:44.016136
240,25,2025-11-01,50.66,Paid,2026-01-06 22:47:44.016136
241,25,2025-12-01,50.66,Paid,2026-01-06 22:47:44.016136
242,26,2025-04-22,470.90,Paid,2026-01-06 22:47:44.016136
243,27,2024-07-05,4048.88,Paid,2026-01-06 22:47:44.016136
244,27,2025-07-05,4048.88,Paid,2026-01-06 22:47:44.016136
245,28,2024-10-23,105.38,Refunded,2026-01-06 22:47:44.016136
246,28,2024-11-01,105.38,Paid,2026-01-06 22:47:44.016136
247,28,2024-12-01,105.38,Paid,2026-01-06 22:47:44.016136
248,28,2025-01-01,105.38,Paid,2026-01-06 22:47:44.016136
249,28,2025-02-01,105.38,Paid,2026-01-06 22:47:44.016136
250,28,2025-03-01,105.38,Refunded,2026-01-06 22:47:44.016136
251,28,2025-04-01,105.38,Paid,2026-01-06 22:47:44.016136
252,28,2025-05-01,105.38,Paid,2026-01-06 22:47:44.016136
253,28,2025-06-01,105.38,Paid,2026-01-06 22:47:44.016136
254,28,2025-07-01,105.38,Paid,2026-01-06 22:47:44.016136
255,28,2025-08-01,105.38,Paid,2026-01-06 22:47:44.016136
256,28,2025-09-01,105.38,Paid,2026-01-06 22:47:44.016136
257,28,2025-10-01,105.38,Paid,2026-01-06 22:47:44.016136
258,28,2025-11-01,105.38,Paid,2026-01-06 22:47:44.016136
259,28,2025-12-01,105.38,Paid,2026-01-06 22:47:44.016136
260,29,2025-06-05,503.04,Paid,2026-01-06 22:47:44.016136
261,30,2025-06-10,457.87,Paid,2026-01-06 22:47:44.016136
262,31,2025-04-21,774.23,Paid,2026-01-06 22:47:44.016136
263,31,2025-05-01,774.23,Paid,2026-01-06 22:47:44.016136
264,31,2025-06-01,774.23,Paid,2026-01-06 22:47:44.016136
265,31,2025-07-01,774.23,Paid,2026-01-06 22:47:44.016136
266,31,2025-08-01,774.23,Paid,2026-01-06 22:47:44.016136
267,31,2025-09-01,774.23,Paid,2026-01-06 22:47:44.016136
268,31,2025-10-01,774.23,Paid,2026-01-06 22:47:44.016136
269,31,2025-11-01,774.23,Paid,2026-01-06 22:47:44.016136
270,31,2025-12-01,774.23,Paid,2026-01-06 22:47:44.016136
271,32,2024-12-19,926.89,Paid,2026-01-06 22:47:44.016136
272,32,2025-01-01,926.89,Paid,2026-01-06 22:47:44.016136
273,32,2025-02-01,926.89,Paid,2026-01-06 22:47:44.016136
274,32,2025-03-01,926.89,Paid,2026-01-06 22:47:44.016136
275,32,2025-04-01,926.89,Paid,2026-01-06 22:47:44.016136
276,32,2025-05-01,926.89,Paid,2026-01-06 22:47:44.016136
277,32,2025-06-01,926.89,Paid,2026-01-06 22:47:44.016136
278,32,2025-07-01,926.89,Paid,2026-01-06 22:47:44.016136
279,32,2025-08-01,926.89,Paid,2026-01-06 22:47:44.016136
280,33,2024-12-12,723.35,Paid,2026-01-06 22:47:44.016136
281,33,2025-01-01,723.35,Paid,2026-01-06 22:47:44.016136
282,33,2025-02-01,723.35,Paid,2026-01-06 22:47:44.016136
283,33,2025-03-01,723.35,Paid,2026-01-06 22:47:44.016136
284,33,2025-04-01,723.35,Paid,2026-01-06 22:47:44.016136
285,33,2025-05-01,723.35,Paid,2026-01-06 22:47:44.016136
286,33,2025-06-01,723.35,Paid,2026-01-06 22:47:44.016136
287,34,2025-05-05,768.30,Paid,2026-01-06 22:47:44.016136
288,34,2025-06-01,768.30,Paid,2026-01-06 22:47:44.016136
289,34,2025-07-01,768.30,Paid,2026-01-06 22:47:44.016136
290,34,2025-08-01,768.30,Paid,2026-01-06 22:47:44.016136
291,34,2025-09-01,768.30,Paid,2026-01-06 22:47:44.016136
292,34,2025-10-01,768.30,Paid,2026-01-06 22:47:44.016136
293,34,2025-11-01,768.30,Paid,2026-01-06 22:47:44.016136
294,34,2025-12-01,768.30,Paid,2026-01-06 22:47:44.016136
295,35,2024-02-04,58.22,Paid,2026-01-06 22:47:44.016136
296,35,2024-03-01,58.22,Paid,2026-01-06 22:47:44.016136
297,35,2024-04-01,58.22,Paid,2026-01-06 22:47:44.016136
298,35,2024-05-01,58.22,Paid,2026-01-06 22:47:44.016136
299,35,2024-06-01,58.22,Paid,2026-01-06 22:47:44.016136
300,35,2024-07-01,58.22,Paid,2026-01-06 22:47:44.016136
301,35,2024-08-01,58.22,Paid,2026-01-06 22:47:44.016136
302,35,2024-09-01,58.22,Paid,2026-01-06 22:47:44.016136
303,35,2024-10-01,58.22,Paid,2026-01-06 22:47:44.016136
304,35,2024-11-01,58.22,Paid,2026-01-06 22:47:44.016136
305,35,2024-12-01,58.22,Paid,2026-01-06 22:47:44.016136
306,35,2025-01-01,58.22,Paid,2026-01-06 22:47:44.016136
307,35,2025-02-01,58.22,Paid,2026-01-06 22:47:44.016136
308,35,2025-03-01,58.22,Paid,2026-01-06 22:47:44.016136
309,35,2025-04-01,58.22,Paid,2026-01-06 22:47:44.016136
310,35,2025-05-01,58.22,Paid,2026-01-06 22:47:44.016136
311,35,2025-06-01,58.22,Paid,2026-01-06 22:47:44.016136
312,35,2025-07-01,58.22,Paid,2026-01-06 22:47:44.016136
313,35,2025-08-01,58.22,Paid,2026-01-06 22:47:44.016136
314,35,2025-09-01,58.22,Paid,2026-01-06 22:47:44.016136
315,35,2025-10-01,58.22,Paid,2026-01-06 22:47:44.016136
316,35,2025-11-01,58.22,Paid,2026-01-06 22:47:44.016136
317,35,2025-12-01,58.22,Paid,2026-01-06 22:47:44.016136
318,36,2024-01-23,423.28,Paid,2026-01-06 22:47:44.016136
319,36,2025-01-23,423.28,Paid,2026-01-06 22:47:44.016136
320,37,2024-03-29,468.26,Paid,2026-01-06 22:47:44.016136
321,37,2025-03-29,468.26,Paid,2026-01-06 22:47:44.016136
322,38,2024-04-13,422.40,Paid,2026-01-06 22:47:44.016136
323,39,2024-11-26,111.05,Paid,2026-01-06 22:47:44.016136
324,39,2024-12-01,111.05,Paid,2026-01-06 22:47:44.016136
325,39,2025-01-01,111.05,Paid,2026-01-06 22:47:44.016136
326,39,2025-02-01,111.05,Paid,2026-01-06 22:47:44.016136
327,39,2025-03-01,111.05,Paid,2026-01-06 22:47:44.016136
328,39,2025-04-01,111.05,Paid,2026-01-06 22:47:44.016136
329,39,2025-05-01,111.05,Paid,2026-01-06 22:47:44.016136
330,39,2025-06-01,111.05,Unpaid,2026-01-06 22:47:44.016136
331,39,2025-07-01,111.05,Paid,2026-01-06 22:47:44.016136
332,40,2025-04-10,596.28,Paid,2026-01-06 22:47:44.016136
333,40,2025-05-01,596.28,Paid,2026-01-06 22:47:44.016136
334,40,2025-06-01,596.28,Paid,2026-01-06 22:47:44.016136
335,40,2025-07-01,596.28,Paid,2026-01-06 22:47:44.016136
336,40,2025-08-01,596.28,Paid,2026-01-06 22:47:44.016136
337,40,2025-09-01,596.28,Paid,2026-01-06 22:47:44.016136
338,40,2025-10-01,596.28,Paid,2026-01-06 22:47:44.016136
339,40,2025-11-01,596.28,Paid,2026-01-06 22:47:44.016136
340,40,2025-12-01,596.28,Paid,2026-01-06 22:47:44.016136
341,41,2024-07-28,47.73,Paid,2026-01-06 22:47:44.016136
342,41,2024-08-01,47.73,Paid,2026-01-06 22:47:44.016136
343,41,2024-09-01,47.73,Paid,2026-01-06 22:47:44.016136
344,41,2024-10-01,47.73,Paid,2026-01-06 22:47:44.016136
345,41,2024-11-01,47.73,Paid,2026-01-06 22:47:44.016136
346,41,2024-12-01,47.73,Paid,2026-01-06 22:47:44.016136
347,41,2025-01-01,47.73,Paid,2026-01-06 22:47:44.016136
348,41,2025-02-01,47.73,Paid,2026-01-06 22:47:44.016136
349,41,2025-03-01,47.73,Paid,2026-01-06 22:47:44.016136
350,41,2025-04-01,47.73,Paid,2026-01-06 22:47:44.016136
351,41,2025-05-01,47.73,Paid,2026-01-06 22:47:44.016136
352,41,2025-06-01,47.73,Paid,2026-01-06 22:47:44.016136
353,41,2025-07-01,47.73,Paid,2026-01-06 22:47:44.016136
354,41,2025-08-01,47.73,Paid,2026-01-06 22:47:44.016136
355,41,2025-09-01,47.73,Paid,2026-01-06 22:47:44.016136
356,41,2025-10-01,47.73,Paid,2026-01-06 22:47:44.016136
357,41,2025-11-01,47.73,Paid,2026-01-06 22:47:44.016136
358,41,2025-12-01,47.73,Paid,2026-01-06 22:47:44.016136
359,42,2024-11-16,100.11,Paid,2026-01-06 22:47:44.016136
360,42,2024-12-01,100.11,Paid,2026-01-06 22:47:44.016136
361,42,2025-01-01,100.11,Paid,2026-01-06 22:47:44.016136
362,42,2025-02-01,100.11,Paid,2026-01-06 22:47:44.016136
363,42,2025-03-01,100.11,Unpaid,2026-01-06 22:47:44.016136
364,42,2025-04-01,100.11,Paid,2026-01-06 22:47:44.016136
365,42,2025-05-01,100.11,Paid,2026-01-06 22:47:44.016136
366,42,2025-06-01,100.11,Paid,2026-01-06 22:47:44.016136
367,42,2025-07-01,100.11,Paid,2026-01-06 22:47:44.016136
368,42,2025-08-01,100.11,Paid,2026-01-06 22:47:44.016136
369,42,2025-09-01,100.11,Paid,2026-01-06 22:47:44.016136
370,42,2025-10-01,100.11,Paid,2026-01-06 22:47:44.016136
371,42,2025-11-01,100.11,Paid,2026-01-06 22:47:44.016136
372,42,2025-12-01,100.11,Paid,2026-01-06 22:47:44.016136
373,43,2024-12-08,94.02,Paid,2026-01-06 22:47:44.016136
374,43,2025-01-01,94.02,Paid,2026-01-06 22:47:44.016136
375,43,2025-02-01,94.02,Paid,2026-01-06 22:47:44.016136
376,43,2025-03-01,94.02,Paid,2026-01-06 22:47:44.016136
377,43,2025-04-01,94.02,Paid,2026-01-06 22:47:44.016136
378,43,2025-05-01,94.02,Paid,2026-01-06 22:47:44.016136
379,43,2025-06-01,94.02,Paid,2026-01-06 22:47:44.016136
380,43,2025-07-01,94.02,Paid,2026-01-06 22:47:44.016136
381,43,2025-08-01,94.02,Paid,2026-01-06 22:47:44.016136
382,43,2025-09-01,94.02,Paid,2026-01-06 22:47:44.016136
383,43,2025-10-01,94.02,Paid,2026-01-06 22:47:44.016136
384,43,2025-11-01,94.02,Paid,2026-01-06 22:47:44.016136
385,43,2025-12-01,94.02,Paid,2026-01-06 22:47:44.016136
386,44,2025-04-29,887.75,Paid,2026-01-06 22:47:44.016136
387,44,2025-05-01,887.75,Paid,2026-01-06 22:47:44.016136
388,44,2025-06-01,887.75,Paid,2026-01-06 22:47:44.016136
389,44,2025-07-01,887.75,Paid,2026-01-06 22:47:44.016136
390,44,2025-08-01,887.75,Paid,2026-01-06 22:47:44.016136
391,44,2025-09-01,887.75,Paid,2026-01-06 22:47:44.016136
392,44,2025-10-01,887.75,Paid,2026-01-06 22:47:44.016136
393,44,2025-11-01,887.75,Paid,2026-01-06 22:47:44.016136
394,44,2025-12-01,887.75,Paid,2026-01-06 22:47:44.016136
395,45,2024-09-01,90.13,Paid,2026-01-06 22:47:44.016136
396,45,2024-10-01,90.13,Paid,2026-01-06 22:47:44.016136
397,45,2024-11-01,90.13,Paid,2026-01-06 22:47:44.016136
